,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
385,0.8,36,0.9976738690356967,0.7755102040816326,38,7,4
386,0.8,37,0.9976738690356967,0.7916666666666666,38,6,4
387,0.8,38,0.9976738690356967,0.7916666666666666,38,6,4
388,0.8,39,0.9976738690356967,0.8085106382978723,38,5,4
389,0.8,40,0.9976738690356967,0.8085106382978723,38,5,4
390,0.8,41,0.9976738690356967,0.8085106382978723,38,5,4
391,0.8,42,0.9976738690356967,0.8085106382978723,38,5,4
392,0.8,43,0.9976738690356967,0.8085106382978723,38,5,4
393,0.8,44,0.9975721639021983,0.7872340425531915,37,5,5
394,0.8,45,0.9975047431186738,0.7659574468085106,36,5,6
395,0.8,46,0.9975047431186738,0.7659574468085106,36,5,6
396,0.8,47,0.9975047431186738,0.7659574468085106,36,5,6
397,0.8,48,0.9974792202061298,0.7446808510638298,35,5,7
398,0.8,49,0.9974792202061298,0.7446808510638298,35,5,7
399,0.8,50,0.9973773680937567,0.7021276595744681,33,5,9
400,0.9,1,0.9977898181208292,0.2564102564102564,40,114,2
401,0.9,2,0.9977898181208292,0.28368794326241137,40,99,2
402,0.9,3,0.9977898181208292,0.32,40,83,2
403,0.9,4,0.9977898181208292,0.35398230088495575,40,71,2
404,0.9,5,0.9977898181208292,0.4,40,58,2
405,0.9,6,0.9977898181208292,0.42105263157894735,40,53,2
406,0.9,7,0.9977898181208292,0.43478260869565216,40,50,2
407,0.9,8,0.9977898181208292,0.47058823529411764,40,43,2
408,0.9,9,0.9977898181208292,0.49382716049382713,40,39,2
409,0.9,10,0.9977898181208292,0.5194805194805194,40,35,2
410,0.9,11,0.9977898181208292,0.5405405405405406,40,32,2
411,0.9,12,0.9977898181208292,0.5797101449275363,40,27,2
412,0.9,13,0.9977898181208292,0.6060606060606061,40,24,2
413,0.9,14,0.9977898181208292,0.6451612903225806,40,20,2
414,0.9,15,0.9977898181208292,0.6896551724137931,40,16,2
415,0.9,16,0.9977898181208292,0.7017543859649122,40,15,2
416,0.9,17,0.9977898181208292,0.7142857142857143,40,14,2
417,0.9,18,0.9977898181208292,0.7142857142857143,40,14,2
418,0.9,19,0.9977898181208292,0.7142857142857143,40,14,2
419,0.9,20,0.9977898181208292,0.7272727272727273,40,13,2
420,0.9,21,0.9977898181208292,0.7272727272727273,40,13,2
421,0.9,22,0.9977898181208292,0.7272727272727273,40,13,2
422,0.9,23,0.9977898181208292,0.7272727272727273,40,13,2
423,0.9,24,0.9977898181208292,0.7407407407407407,40,12,2
424,0.9,25,0.9977898181208292,0.7843137254901961,40,9,2
425,0.9,26,0.9977898181208292,0.7843137254901961,40,9,2
426,0.9,27,0.9977898181208292,0.8,40,8,2
427,0.9,28,0.9977898181208292,0.8,40,8,2
428,0.9,29,0.9977898181208292,0.8,40,8,2
429,0.9,30,0.9977898181208292,0.8,40,8,2
430,0.9,31,0.9977898181208292,0.8,40,8,2
431,0.9,32,0.9977898181208292,0.8,40,8,2
432,0.9,33,0.9977875554155257,0.7959183673469388,39,7,3
433,0.9,34,0.997662846394077,0.7755102040816326,38,7,4
434,0.9,35,0.997662846394077,0.7755102040816326,38,7,4
435,0.9,36,0.997662846394077,0.7755102040816326,38,7,4
436,0.9,37,0.997662846394077,0.7916666666666666,38,6,4
437,0.9,38,0.997662846394077,0.7916666666666666,38,6,4
438,0.9,39,0.997662846394077,0.8085106382978723,38,5,4
